Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S04994,5.09,['Cybersecurity'],AI/ML,94,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04995,7.6,"['AR/VR', 'Embedded Systems', 'AI/ML']",Embedded Systems,60,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04996,5.86,[],Cloud Computing,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04997,7.88,[],AR/VR,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04998,7.04,['Blockchain'],Embedded Systems,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04999,9.99,['Embedded Systems'],Cybersecurity,63,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05000,8.59,"['AI/ML', 'AR/VR', 'IoT']",AI/ML,69,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05001,7.03,"['AI/ML', 'Blockchain']",Web Development,80,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05002,6.99,[],Embedded Systems,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05003,6.45,[],Blockchain,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05004,6.9,['AI/ML'],Embedded Systems,68,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05005,9.58,"['IoT', 'Web Development', 'Blockchain']",Cloud Computing,84,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05006,8.52,['AI/ML'],Blockchain,66,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05007,5.9,['Cloud Computing'],Embedded Systems,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05008,8.51,['Cloud Computing'],Embedded Systems,99,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05009,9.12,[],Cybersecurity,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05010,9.74,"['Cloud Computing', 'Blockchain']",Cloud Computing,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05011,6.6,"['Blockchain', 'Cloud Computing']",Web Development,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05012,7.78,"['AR/VR', 'Embedded Systems', 'IoT']",IoT,89,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05013,9.77,"['IoT', 'AI/ML']",IoT,90,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05014,6.6,[],IoT,95,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05015,7.51,"['AI/ML', 'Embedded Systems']",Web Development,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05016,7.41,"['Cybersecurity', 'IoT', 'Blockchain']",AR/VR,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05017,6.54,"['AI/ML', 'Cloud Computing', 'Cybersecurity']",Blockchain,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05018,5.12,['Embedded Systems'],AI/ML,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05019,8.47,"['Cybersecurity', 'Web Development', 'Cloud Computing']",AR/VR,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05020,8.49,"['AI/ML', 'Cybersecurity']",Cybersecurity,73,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05021,6.64,['Cybersecurity'],Embedded Systems,54,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05022,5.98,"['Blockchain', 'Web Development']",AR/VR,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05023,6.01,"['AI/ML', 'AR/VR', 'Embedded Systems']",Embedded Systems,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05024,6.09,[],Blockchain,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05025,9.95,"['IoT', 'AR/VR', 'Embedded Systems']",AI/ML,62,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05026,7.13,['AR/VR'],IoT,80,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05027,7.76,"['Embedded Systems', 'AR/VR']",Cybersecurity,50,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05028,7.86,['AR/VR'],Web Development,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05029,6.95,[],AI/ML,87,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05030,5.75,"['AI/ML', 'Blockchain']",Cloud Computing,95,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05031,9.43,[],Cloud Computing,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05032,8.89,[],Cybersecurity,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05033,6.89,"['IoT', 'Web Development', 'Cybersecurity']",AR/VR,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05034,7.67,[],AR/VR,93,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05035,8.72,[],AI/ML,76,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05036,6.52,"['Cloud Computing', 'AR/VR']",Cloud Computing,78,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05037,7.46,"['Cybersecurity', 'Web Development', 'AR/VR']",AI/ML,94,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05038,9.74,"['Cybersecurity', 'Embedded Systems']",AI/ML,91,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05039,9.41,"['Web Development', 'Cybersecurity']",AR/VR,78,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05040,7.2,"['Embedded Systems', 'Web Development']",Embedded Systems,92,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05041,8.98,"['Embedded Systems', 'Cloud Computing']",Blockchain,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05042,5.76,"['AR/VR', 'Cloud Computing']",Embedded Systems,87,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05043,9.39,"['AI/ML', 'Web Development']",Cloud Computing,90,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05044,6.19,"['AI/ML', 'AR/VR']",Embedded Systems,64,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05045,7.49,"['Web Development', 'Cybersecurity', 'IoT']",Cloud Computing,80,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05046,5.29,[],AI/ML,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05047,9.69,[],Web Development,66,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05048,5.86,['Blockchain'],Web Development,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05049,8.46,['Cybersecurity'],AI/ML,94,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05050,8.38,"['Embedded Systems', 'Cybersecurity', 'Cloud Computing']",IoT,61,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05051,5.81,"['Cloud Computing', 'IoT']",AR/VR,68,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05052,6.71,"['IoT', 'Embedded Systems']",Blockchain,94,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05053,8.24,"['Cloud Computing', 'Cybersecurity']",AI/ML,97,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05054,7.87,"['AI/ML', 'IoT', 'Embedded Systems']",Cloud Computing,88,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05055,5.66,[],AR/VR,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05056,9.64,['AR/VR'],IoT,62,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05057,6.97,"['IoT', 'Blockchain', 'AI/ML']",Cloud Computing,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05058,8.8,"['Cloud Computing', 'IoT', 'Cybersecurity']",AR/VR,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05059,9.68,"['Cloud Computing', 'IoT']",Embedded Systems,55,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05060,7.38,['IoT'],Cybersecurity,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05061,9.98,"['AR/VR', 'Blockchain']",IoT,52,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05062,8.97,['AR/VR'],IoT,97,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S05063,7.65,"['Cybersecurity', 'Cloud Computing', 'IoT']",Embedded Systems,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05064,6.95,[],AR/VR,90,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05065,6.79,['Cybersecurity'],Web Development,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05066,6.85,[],AI/ML,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05067,7.87,['Cybersecurity'],Web Development,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05068,7.85,"['IoT', 'Embedded Systems']",Cybersecurity,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05069,5.63,"['Blockchain', 'Web Development']",Web Development,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05070,5.99,"['AI/ML', 'Web Development']",IoT,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S05071,5.79,[],AR/VR,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
